date,gpu_name,flipkart_price,flipkart_rating,flipkart_reviews,amazon_price,amazon_rating,amazon_reviews,aliexpress_price,aliexpress_rating,aliexpress_reviews,price_diff_amazon,price_diff_aliexpress,average_rating,discount_flag,units_sold,revenue
2025-02-07,NVIDIA RTX 4060,87402,4.3,1721,92213,4.8,1845,81872,3.9,1943,-4811,5530,4.333333333333333,0,38,3321276
2025-02-07,AMD RX 7900 XTX,31060,4.9,1270,61070,4.1,1224,76603,3.5,414,-30010,-45543,4.166666666666667,1,194,6025640
2025-02-06,NVIDIA RTX 3060,49305,4.4,1126,28969,4.6,1780,75325,4.7,1328,20336,-26020,4.566666666666666,0,1,49305
2025-02-06,NVIDIA RTX 3070,42279,4.2,1760,69984,4.8,1872,66356,3.8,1271,-27705,-24077,4.266666666666667,1,181,7652499
2025-02-06,NVIDIA RTX 3080,72866,3.6,1423,28014,4.1,1308,80344,4.3,901,44852,-7478,4.0,0,1,72866
2025-02-06,AMD RX 6600,44937,3.9,996,78798,4.0,883,52300,4.5,1796,-33861,-7363,4.133333333333334,1,202,9077274
2025-02-06,AMD RX 6700 XT,83888,4.3,425,78344,4.2,532,33493,4.1,1403,5544,50395,4.2,0,1,83888
2025-02-06,NVIDIA RTX 4060,72750,4.9,893,48619,3.7,1237,79136,3.8,1951,24131,-6386,4.133333333333334,0,1,72750
2025-02-06,AMD RX 7900 XTX,78349,4.5,207,75360,4.8,415,67934,3.7,573,2989,10415,4.333333333333333,0,27,2115423
2025-02-05,NVIDIA RTX 3060,66402,4.0,1242,65299,3.7,123,40867,4.7,1132,1103,25535,4.133333333333334,0,29,1925658
2025-02-05,NVIDIA RTX 3070,74994,3.9,1844,36714,3.5,1577,42687,4.4,902,38280,32307,3.9333333333333336,0,1,74994
2025-02-05,NVIDIA RTX 3080,44439,3.6,1459,91181,4.2,378,60637,3.7,760,-46742,-16198,3.8333333333333335,1,249,11065311
2025-02-05,AMD RX 6600,43402,4.0,1443,34221,4.5,951,49470,3.6,995,9181,-6068,4.033333333333333,0,1,43402
2025-02-05,AMD RX 6700 XT,74430,4.4,273,87468,4.4,971,28663,4.7,413,-13038,45767,4.5,0,114,8485020
2025-02-05,NVIDIA RTX 4060,67155,4.1,1721,49288,4.3,1230,30709,4.6,1985,17867,36446,4.333333333333333,0,1,67155
2025-02-05,AMD RX 7900 XTX,66100,4.5,1797,84139,4.0,480,37008,4.1,1620,-18039,29092,4.2,0,124,8196400
2025-02-04,NVIDIA RTX 3060,91760,4.5,967,82627,3.5,1120,42827,4.5,1692,9133,48933,4.166666666666667,0,1,91760
2025-02-04,NVIDIA RTX 3070,91612,3.5,732,58864,4.3,941,70467,3.9,1938,32748,21145,3.9,0,1,91612
2025-02-04,NVIDIA RTX 3080,47381,4.0,1669,70373,5.0,1263,53497,3.8,1821,-22992,-6116,4.266666666666667,1,150,7107150
2025-02-04,AMD RX 6600,87308,3.8,381,91116,4.1,1288,60094,4.7,1709,-3808,27214,4.2,0,31,2706548
2025-02-04,AMD RX 6700 XT,42940,3.9,1714,90771,3.6,1595,73692,4.5,663,-47831,-30752,4.0,1,281,12066140
2025-02-04,NVIDIA RTX 4060,39414,4.7,1810,93286,4.2,260,34051,4.4,1407,-53872,5363,4.433333333333334,0,287,11311818
2025-02-04,AMD RX 7900 XTX,91322,4.5,1894,95594,3.6,1067,36463,4.2,1320,-4272,54859,4.1000000000000005,0,63,5753286
2025-02-03,NVIDIA RTX 3060,44068,4.1,432,37837,4.5,1734,38957,3.7,636,6231,5111,4.1000000000000005,0,1,44068
2025-02-03,NVIDIA RTX 3070,51378,4.7,1756,67981,3.6,803,46435,3.6,1829,-16603,4943,3.966666666666667,0,130,6679140
2025-02-03,NVIDIA RTX 3080,49604,4.2,941,27253,4.2,1955,71072,4.1,1105,22351,-21468,4.166666666666667,0,1,49604
2025-02-03,AMD RX 6600,75289,4.6,1009,88204,4.6,962,28266,3.6,1381,-12915,47023,4.266666666666667,0,82,6173698
2025-02-03,AMD RX 6700 XT,63023,3.9,589,70670,3.9,172,33724,4.5,868,-7647,29299,4.1000000000000005,0,64,4033472
2025-02-03,NVIDIA RTX 4060,66404,4.9,497,67810,4.7,633,68292,4.9,1755,-1406,-1888,4.833333333333334,1,60,3984240
2025-02-03,AMD RX 7900 XTX,75769,4.9,1002,35205,4.2,446,44588,3.9,1950,40564,31181,4.333333333333334,0,1,75769
2025-02-02,NVIDIA RTX 3060,84821,4.7,1129,34141,5.0,1756,50822,4.4,1342,50680,33999,4.7,0,1,84821
2025-02-02,NVIDIA RTX 3070,94564,4.9,1772,27927,4.2,359,27082,5.0,810,66637,67482,4.7,0,1,94564
2025-02-02,NVIDIA RTX 3080,53127,3.7,612,88898,4.8,669,90456,4.4,110,-35771,-37329,4.3,1,210,11156670
2025-02-02,AMD RX 6600,34091,4.2,860,56121,4.4,663,47034,4.6,1997,-22030,-12943,4.4,1,136,4636376
2025-02-02,AMD RX 6700 XT,41273,4.8,1843,55795,4.6,1336,39516,4.4,1197,-14522,1757,4.6,0,123,5076579
2025-02-02,NVIDIA RTX 4060,40676,3.6,428,49733,4.6,1449,29262,4.3,412,-9057,11414,4.166666666666667,0,85,3457460
2025-02-02,AMD RX 7900 XTX,61435,4.9,401,83572,4.7,635,53340,3.7,544,-22137,8095,4.433333333333334,0,126,7740810
2025-02-01,NVIDIA RTX 3060,80091,4.9,554,56930,3.8,1180,28549,3.7,270,23161,51542,4.133333333333333,0,1,80091
2025-02-01,NVIDIA RTX 3070,83993,4.9,949,29145,5.0,397,40783,3.9,508,54848,43210,4.6000000000000005,0,1,83993
2025-02-01,NVIDIA RTX 3080,32227,4.3,582,46266,4.6,945,36909,4.6,1435,-14039,-4682,4.499999999999999,1,117,3770559
2025-02-01,AMD RX 6600,73283,4.1,157,74171,4.5,1586,64403,4.6,1115,-888,8880,4.3999999999999995,0,43,3151169
2025-02-01,AMD RX 6700 XT,64581,4.8,1431,45653,4.4,1824,83354,4.9,1988,18928,-18773,4.7,0,1,64581
2025-02-01,NVIDIA RTX 4060,67143,3.7,687,67674,4.5,1647,49352,3.8,1507,-531,17791,4.0,0,52,3491436
2025-02-01,AMD RX 7900 XTX,89627,4.7,1654,37633,3.8,916,62060,3.7,1724,51994,27567,4.066666666666666,0,1,89627
2025-01-31,NVIDIA RTX 3060,87161,4.4,1955,86888,4.2,1640,64197,4.7,1578,273,22964,4.433333333333334,0,16,1394576
2025-01-31,NVIDIA RTX 3070,32539,3.9,1810,93712,4.1,1545,89491,4.8,967,-61173,-56952,4.266666666666667,1,316,10282324
2025-01-31,NVIDIA RTX 3080,46092,4.9,1346,77014,3.9,1186,60219,4.4,1343,-30922,-14127,4.4,1,176,8112192
2025-01-31,AMD RX 6600,94643,3.7,690,79078,3.9,1732,75722,3.8,822,15565,18921,3.7999999999999994,0,1,94643
2025-01-31,AMD RX 6700 XT,55614,3.7,588,83956,4.5,1185,76198,4.7,1020,-28342,-20584,4.3,1,153,8508942
2025-01-31,NVIDIA RTX 4060,82261,4.7,1036,28173,4.9,1405,44197,4.9,618,54088,38064,4.833333333333334,0,1,82261
2025-01-31,AMD RX 7900 XTX,31140,4.8,1123,71913,4.4,1435,78118,4.4,1896,-40773,-46978,4.533333333333333,1,245,7629300
2025-01-30,NVIDIA RTX 3060,29330,4.3,595,60472,3.9,1743,94418,4.1,334,-31142,-65088,4.1,1,171,5015430
2025-01-30,NVIDIA RTX 3070,43204,4.1,1359,36972,4.5,901,48223,4.1,480,6232,-5019,4.233333333333333,0,12,518448
2025-01-30,NVIDIA RTX 3080,70214,4.4,483,87969,4.6,1603,70899,3.6,1445,-17755,-685,4.2,1,112,7863968
2025-01-30,AMD RX 6600,37509,5.0,238,51808,4.0,1513,73761,3.7,743,-14299,-36252,4.233333333333333,1,114,4276026
2025-01-30,AMD RX 6700 XT,95408,4.3,1139,48148,4.3,1477,38108,4.0,122,47260,57300,4.2,0,1,95408
2025-01-30,NVIDIA RTX 4060,27863,4.8,189,23666,3.5,300,66856,4.2,1728,4197,-38993,4.166666666666667,0,28,780164
2025-01-30,AMD RX 7900 XTX,75767,3.9,133,91698,4.5,819,66052,4.3,889,-15931,9715,4.233333333333333,0,114,8637438
2025-01-29,NVIDIA RTX 3060,69358,4.0,1601,56700,3.9,495,64102,3.8,545,12658,5256,3.9,0,1,69358
2025-01-29,NVIDIA RTX 3070,40353,4.6,780,26655,4.4,216,40084,3.9,1344,13698,269,4.3,0,1,40353
2025-01-29,NVIDIA RTX 3080,39849,4.0,793,55329,4.5,1550,36508,4.8,963,-15480,3341,4.433333333333334,0,104,4144296
2025-01-29,AMD RX 6600,50557,4.2,1524,38432,4.8,366,81646,4.7,505,12125,-31089,4.566666666666666,0,1,50557
2025-01-29,AMD RX 6700 XT,89897,3.8,376,76654,4.6,1426,48243,4.7,1121,13243,41654,4.366666666666666,0,1,89897
2025-01-29,NVIDIA RTX 4060,36135,4.7,1037,47125,4.5,618,30381,4.1,354,-10990,5754,4.433333333333333,0,100,3613500
2025-01-29,AMD RX 7900 XTX,29250,3.8,1720,64434,4.5,255,82748,4.4,1310,-35184,-53498,4.233333333333333,1,217,6347250
2025-01-28,NVIDIA RTX 3060,48487,4.0,735,83697,4.7,1517,74117,4.4,683,-35210,-25630,4.366666666666666,1,198,9600426
2025-01-28,NVIDIA RTX 3070,92814,5.0,1212,66497,3.7,251,29609,4.7,1279,26317,63205,4.466666666666666,0,1,92814
2025-01-28,NVIDIA RTX 3080,86124,3.6,1424,58855,4.1,781,26391,3.9,1823,27269,59733,3.8666666666666667,0,1,86124
2025-01-28,AMD RX 6600,49391,4.0,1699,31987,4.9,642,75100,4.8,1980,17404,-25709,4.566666666666666,0,1,49391
2025-01-28,AMD RX 6700 XT,33636,4.0,354,48930,3.6,510,91462,4.0,133,-15294,-57826,3.8666666666666667,1,89,2993604
2025-01-28,NVIDIA RTX 4060,73816,4.8,1622,74924,4.5,322,34952,3.6,1743,-1108,38864,4.3,0,36,2657376
2025-01-28,AMD RX 7900 XTX,82804,4.0,482,45285,4.7,547,82329,4.0,749,37519,475,4.233333333333333,0,1,82804
2025-01-27,NVIDIA RTX 3060,92707,4.2,1992,39543,4.6,311,70606,3.6,1686,53164,22101,4.133333333333334,0,1,92707
2025-01-27,NVIDIA RTX 3070,92246,4.7,1589,27166,3.6,1590,67093,4.4,905,65080,25153,4.233333333333333,0,1,92246
2025-01-27,NVIDIA RTX 3080,78286,4.1,1784,58498,3.5,1119,66822,5.0,1110,19788,11464,4.2,0,1,78286
2025-01-27,AMD RX 6600,50120,3.9,310,46858,4.5,177,40976,4.9,310,3262,9144,4.433333333333334,0,3,150360
2025-01-27,AMD RX 6700 XT,35180,4.5,727,75363,3.7,775,27673,3.6,121,-40183,7507,3.933333333333333,0,217,7634060
2025-01-27,NVIDIA RTX 4060,85383,4.6,441,77999,3.5,1549,41045,5.0,1864,7384,44338,4.366666666666666,0,1,85383
2025-01-27,AMD RX 7900 XTX,83062,4.2,1588,90230,4.2,1828,80959,3.8,491,-7168,2103,4.066666666666666,0,77,6395774
2025-01-26,NVIDIA RTX 3060,73246,5.0,662,35612,3.8,887,74752,5.0,1509,37634,-1506,4.6000000000000005,0,1,73246
2025-01-26,NVIDIA RTX 3070,30132,4.5,931,86177,4.4,835,31007,4.8,188,-56045,-875,4.566666666666666,1,307,9250524
2025-01-26,NVIDIA RTX 3080,73822,4.7,1491,71289,4.0,213,36916,4.9,253,2533,36906,4.533333333333333,0,1,73822
2025-01-26,AMD RX 6600,43224,3.7,1344,36875,4.3,796,59264,4.5,1721,6349,-16040,4.166666666666667,0,2,86448
2025-01-26,AMD RX 6700 XT,79717,3.7,583,36310,4.6,693,73960,4.5,1994,43407,5757,4.266666666666667,0,1,79717
2025-01-26,NVIDIA RTX 4060,72981,4.1,1261,50069,4.3,886,44835,4.2,358,22912,28146,4.199999999999999,0,1,72981
2025-01-26,AMD RX 7900 XTX,31200,3.7,1021,49483,4.5,1935,65067,4.6,1918,-18283,-33867,4.266666666666667,1,103,3213600
2025-01-25,NVIDIA RTX 3060,73670,4.2,257,41160,4.5,1096,81388,4.2,350,32510,-7718,4.3,0,1,73670
2025-01-25,NVIDIA RTX 3070,44384,4.1,743,38306,4.2,488,94710,3.9,1078,6078,-50326,4.066666666666667,0,1,44384
2025-01-25,NVIDIA RTX 3080,60572,4.9,153,40634,3.8,1574,88536,4.0,1596,19938,-27964,4.233333333333333,0,1,60572
2025-01-25,AMD RX 6600,50473,4.3,1970,57265,4.1,1723,87119,3.6,1669,-6792,-36646,3.9999999999999996,1,66,3331218
2025-01-25,AMD RX 6700 XT,39579,4.7,1541,66427,4.3,1808,66655,3.6,1243,-26848,-27076,4.2,1,184,7282536
2025-01-25,NVIDIA RTX 4060,82250,5.0,684,81025,3.6,214,59170,4.5,1852,1225,23080,4.366666666666666,0,38,3125500
2025-01-25,AMD RX 7900 XTX,88021,3.7,1846,72171,3.6,342,54679,3.6,1112,15850,33342,3.6333333333333333,0,1,88021
2025-01-24,NVIDIA RTX 3060,35409,3.8,1560,55101,4.5,1038,31639,3.5,542,-19692,3770,3.9333333333333336,0,137,4851033
2025-01-24,NVIDIA RTX 3070,81060,4.7,1831,46269,3.8,247,86515,3.8,314,34791,-5455,4.1000000000000005,0,1,81060
2025-01-24,NVIDIA RTX 3080,69359,4.0,232,27992,4.2,139,68332,4.7,1659,41367,1027,4.3,0,1,69359
2025-01-24,AMD RX 6600,62515,4.8,1557,88828,3.6,1536,95369,4.8,1657,-26313,-32854,4.3999999999999995,1,154,9627310
2025-01-24,AMD RX 6700 XT,47779,4.3,348,39226,3.8,202,68675,4.2,415,8553,-20896,4.1000000000000005,0,1,47779
2025-01-24,NVIDIA RTX 4060,49479,3.9,1111,63080,4.2,449,88992,4.9,548,-13601,-39513,4.333333333333333,1,87,4304673
2025-01-24,AMD RX 7900 XTX,28401,4.3,855,31254,3.7,1318,72821,5.0,1877,-2853,-44420,4.333333333333333,1,64,1817664
2025-01-23,NVIDIA RTX 3060,87782,3.7,1910,51426,4.7,972,90963,4.7,484,36356,-3181,4.366666666666667,0,1,87782
2025-01-23,NVIDIA RTX 3070,33838,4.0,1568,71773,4.1,347,33272,4.1,1505,-37935,566,4.066666666666666,0,201,6801438
2025-01-23,NVIDIA RTX 3080,89045,4.1,938,42634,4.8,1724,66986,4.5,401,46411,22059,4.466666666666666,0,1,89045
2025-01-23,AMD RX 6600,32692,5.0,1415,50321,4.4,787,83295,4.6,592,-17629,-50603,4.666666666666667,1,132,4315344
2025-01-23,AMD RX 6700 XT,35406,4.2,1159,31275,3.9,1651,27949,3.8,158,4131,7457,3.9666666666666663,0,14,495684
2025-01-23,NVIDIA RTX 4060,68207,4.8,1697,77791,4.5,1233,89843,4.3,820,-9584,-21636,4.533333333333334,1,88,6002216
2025-01-23,AMD RX 7900 XTX,46907,4.1,1965,47220,3.9,1291,57778,4.9,272,-313,-10871,4.3,1,14,656698
2025-01-22,NVIDIA RTX 3060,30280,4.3,722,28426,3.6,1835,71989,3.8,912,1854,-41709,3.9,0,35,1059800
2025-01-22,NVIDIA RTX 3070,44907,4.0,1552,72592,3.5,1097,91352,4.3,208,-27685,-46445,3.9333333333333336,1,172,7724004
2025-01-22,NVIDIA RTX 3080,54386,4.9,1162,32632,3.5,1996,82080,4.1,200,21754,-27694,4.166666666666667,0,1,54386
2025-01-22,AMD RX 6600,59876,3.9,1400,39472,4.5,1916,78133,4.9,497,20404,-18257,4.433333333333334,0,1,59876
2025-01-22,AMD RX 6700 XT,58997,4.4,1358,62598,4.5,1722,62086,4.1,1316,-3601,-3089,4.333333333333333,1,36,2123892
2025-01-22,NVIDIA RTX 4060,92689,4.3,445,90062,3.7,393,62504,4.4,1162,2627,30185,4.133333333333334,0,24,2224536
2025-01-22,AMD RX 7900 XTX,43612,4.5,1575,61798,4.2,589,79722,4.5,1423,-18186,-36110,4.3999999999999995,1,133,5800396
2025-01-21,NVIDIA RTX 3060,70869,3.6,1869,49879,4.5,1321,55538,3.8,208,20990,15331,3.9666666666666663,0,1,70869
2025-01-21,NVIDIA RTX 3070,26383,3.6,1413,51468,4.2,280,31389,3.9,234,-25085,-5006,3.9000000000000004,1,152,4010216
2025-01-21,NVIDIA RTX 3080,62022,3.8,1271,64327,4.1,1242,92574,3.9,1907,-2305,-30552,3.933333333333333,1,49,3039078
2025-01-21,AMD RX 6600,81665,4.5,1119,54457,3.7,1185,78236,4.1,550,27208,3429,4.1,0,1,81665
2025-01-21,AMD RX 6700 XT,65225,4.9,1089,39611,4.0,1658,61218,3.8,1709,25614,4007,4.233333333333333,0,1,65225
2025-01-21,NVIDIA RTX 4060,59707,4.1,1028,90320,4.2,1382,51530,4.5,1545,-30613,8177,4.266666666666667,0,168,10030776
2025-01-21,AMD RX 7900 XTX,37205,3.6,1000,51541,3.6,330,59770,3.6,1130,-14336,-22565,3.6,1,85,3162425
2025-01-20,NVIDIA RTX 3060,80442,4.2,796,47171,4.8,1966,86990,4.8,1508,33271,-6548,4.6000000000000005,0,1,80442
2025-01-20,NVIDIA RTX 3070,43390,4.8,753,88257,3.8,1472,54670,4.0,242,-44867,-11280,4.2,1,253,10977670
2025-01-20,NVIDIA RTX 3080,70534,3.7,858,28093,4.5,683,45376,4.0,1032,42441,25158,4.066666666666666,0,1,70534
2025-01-20,AMD RX 6600,94100,3.7,595,53031,3.9,1363,40694,4.5,976,41069,53406,4.033333333333333,0,1,94100
2025-01-20,AMD RX 6700 XT,84144,3.9,607,81748,3.7,207,65955,3.8,640,2396,18189,3.7999999999999994,0,24,2019456
2025-01-20,NVIDIA RTX 4060,41258,3.6,886,46347,4.7,1093,33487,4.5,1847,-5089,7771,4.266666666666667,0,67,2764286
2025-01-20,AMD RX 7900 XTX,78838,4.9,1947,90439,3.6,581,28141,4.0,1070,-11601,50697,4.166666666666667,0,86,6780068
2025-01-19,NVIDIA RTX 3060,45614,4.9,1576,85158,4.4,958,26131,4.8,1067,-39544,19483,4.7,0,219,9989466
2025-01-19,NVIDIA RTX 3070,64543,4.6,1120,53594,4.8,571,36707,4.7,1261,10949,27836,4.699999999999999,0,1,64543
2025-01-19,NVIDIA RTX 3080,93290,4.2,731,39106,3.8,585,61967,4.3,442,54184,31323,4.1000000000000005,0,1,93290
2025-01-19,AMD RX 6600,87380,3.6,905,77717,4.1,551,41981,3.6,1746,9663,45399,3.766666666666666,0,1,87380
2025-01-19,AMD RX 6700 XT,91994,5.0,540,35495,4.4,211,69704,4.2,818,56499,22290,4.533333333333334,0,1,91994
2025-01-19,NVIDIA RTX 4060,68652,3.6,1113,80316,3.8,1348,61164,4.2,846,-11664,7488,3.866666666666667,0,104,7139808
2025-01-19,AMD RX 7900 XTX,86020,4.3,1835,83094,4.1,379,82240,4.7,716,2926,3780,4.366666666666666,0,8,688160
2025-01-18,NVIDIA RTX 3060,39619,3.7,641,87892,3.8,834,69985,4.7,1855,-48273,-30366,4.066666666666666,1,263,10419797
2025-01-18,NVIDIA RTX 3070,73246,4.0,920,59005,4.0,165,86408,3.9,1163,14241,-13162,3.966666666666667,0,1,73246
2025-01-18,NVIDIA RTX 3080,33376,4.3,842,32116,3.7,1844,25927,5.0,1853,1260,7449,4.333333333333333,0,39,1301664
2025-01-18,AMD RX 6600,60429,4.1,1022,86774,4.1,1657,56270,5.0,831,-26345,4159,4.3999999999999995,0,166,10031214
2025-01-18,AMD RX 6700 XT,63768,4.5,343,68834,4.8,1336,87504,3.9,1617,-5066,-23736,4.4,1,72,4591296
2025-01-18,NVIDIA RTX 4060,39656,4.1,1727,47776,4.9,1954,81399,3.8,282,-8120,-41743,4.266666666666667,1,68,2696608
2025-01-18,AMD RX 7900 XTX,71013,4.9,1646,49008,5.0,1851,50501,4.5,660,22005,20512,4.8,0,1,71013
2025-01-17,NVIDIA RTX 3060,42539,4.4,922,52815,4.1,1168,85202,3.8,1964,-10276,-42663,4.1000000000000005,1,67,2850113
2025-01-17,NVIDIA RTX 3070,87875,3.6,380,87895,4.4,1814,70436,4.1,954,-20,17439,4.033333333333333,0,21,1845375
2025-01-17,NVIDIA RTX 3080,69532,4.3,405,84941,3.5,976,60741,3.8,1286,-15409,8791,3.8666666666666667,0,126,8761032
2025-01-17,AMD RX 6600,90713,4.0,1355,56359,4.0,1286,95916,4.0,1354,34354,-5203,4.0,0,1,90713
2025-01-17,AMD RX 6700 XT,65081,4.1,1362,55998,4.9,1971,41666,4.7,1260,9083,23415,4.566666666666666,0,1,65081
2025-01-17,NVIDIA RTX 4060,66084,4.0,1796,26087,5.0,182,69843,3.7,117,39997,-3759,4.233333333333333,0,1,66084
2025-01-17,AMD RX 7900 XTX,93169,4.2,1252,87819,3.6,1187,93010,3.7,1494,5350,159,3.8333333333333335,0,1,93169
2025-01-16,NVIDIA RTX 3060,65184,4.7,854,77610,4.7,1526,45975,5.0,1377,-12426,19209,4.8,0,89,5801376
2025-01-16,NVIDIA RTX 3070,70935,3.7,953,38550,4.2,270,45800,4.2,232,32385,25135,4.033333333333334,0,1,70935
2025-01-16,NVIDIA RTX 3080,68268,4.8,1388,29306,4.6,546,60757,4.2,545,38962,7511,4.533333333333332,0,1,68268
2025-01-16,AMD RX 6600,30381,4.2,1442,42330,3.9,1426,63953,3.7,1100,-11949,-33572,3.9333333333333336,1,90,2734290
2025-01-16,AMD RX 6700 XT,57733,3.6,1083,34022,4.2,724,62125,4.1,1452,23711,-4392,3.966666666666667,0,1,57733
2025-01-16,NVIDIA RTX 4060,48643,4.4,1369,48968,4.2,1268,22492,3.9,817,-325,26151,4.166666666666667,0,38,1848434
2025-01-16,AMD RX 7900 XTX,73042,4.7,596,28925,4.2,383,63240,4.5,1674,44117,9802,4.466666666666667,0,1,73042
2025-01-15,NVIDIA RTX 3060,30828,4.9,325,76646,4.7,858,43025,4.6,392,-45818,-12197,4.733333333333333,1,265,8169420
2025-01-15,NVIDIA RTX 3070,47161,4.2,957,88622,4.5,1862,51324,4.4,265,-41461,-4163,4.366666666666666,1,222,10469742
2025-01-15,NVIDIA RTX 3080,45230,4.5,940,34418,4.8,781,61908,3.5,826,10812,-16678,4.266666666666667,0,1,45230
2025-01-15,AMD RX 6600,92783,4.9,1887,91855,3.9,1641,60159,4.5,965,928,32624,4.433333333333334,0,8,742264
2025-01-15,AMD RX 6700 XT,35944,3.7,524,63079,4.9,1210,75115,4.8,1984,-27135,-39171,4.466666666666668,1,153,5499432
2025-01-15,NVIDIA RTX 4060,70028,4.2,871,54759,3.6,1903,66476,4.0,1254,15269,3552,3.9333333333333336,0,1,70028
2025-01-15,AMD RX 7900 XTX,64542,4.2,1191,66449,4.3,1963,84684,4.8,1747,-1907,-20142,4.433333333333334,1,38,2452596
2025-01-14,NVIDIA RTX 3060,71344,4.0,1681,70130,3.7,848,45839,4.7,612,1214,25505,4.133333333333334,0,42,2996448
2025-01-14,NVIDIA RTX 3070,61647,4.2,604,88065,3.6,850,43195,4.3,716,-26418,18452,4.033333333333334,0,176,10849872
2025-01-14,NVIDIA RTX 3080,63140,3.9,709,50281,4.3,237,62677,3.9,1998,12859,463,4.033333333333333,0,1,63140
2025-01-14,AMD RX 6600,65654,3.8,1543,49965,5.0,588,86915,3.8,1702,15689,-21261,4.2,0,1,65654
2025-01-14,AMD RX 6700 XT,88691,4.2,1247,42200,4.2,1640,80050,3.7,1005,46491,8641,4.033333333333334,0,1,88691
2025-01-14,NVIDIA RTX 4060,60199,3.7,1485,51344,4.0,1938,67186,4.9,1559,8855,-6987,4.2,0,1,60199
2025-01-14,AMD RX 7900 XTX,74999,4.7,1683,61168,4.5,667,72701,4.0,1055,13831,2298,4.3999999999999995,0,1,74999
2025-01-13,NVIDIA RTX 3060,43577,3.6,1562,29657,4.1,1026,80476,4.2,1968,13920,-36899,3.9666666666666663,0,1,43577
2025-01-13,NVIDIA RTX 3070,35195,4.9,1443,89837,4.3,351,28911,3.6,387,-54642,6284,4.266666666666667,0,299,10523305
2025-01-13,NVIDIA RTX 3080,59536,3.8,1795,89439,4.3,1790,63621,4.4,864,-29903,-4085,4.166666666666667,1,172,10240192
2025-01-13,AMD RX 6600,62141,4.5,381,94236,4.2,853,43768,4.3,1258,-32095,18373,4.333333333333333,0,202,12552482
2025-01-13,AMD RX 6700 XT,41359,4.6,590,32143,4.8,1037,60887,4.6,904,9216,-19528,4.666666666666666,0,1,41359
2025-01-13,NVIDIA RTX 4060,54194,4.5,1187,34099,4.1,466,41806,4.5,1047,20095,12388,4.366666666666666,0,1,54194
2025-01-13,AMD RX 7900 XTX,56805,3.8,305,60427,3.7,665,93666,4.8,273,-3622,-36861,4.1000000000000005,1,41,2329005
2025-01-12,NVIDIA RTX 3060,78877,4.6,305,42393,3.7,408,31381,4.7,1430,36484,47496,4.333333333333333,0,1,78877
2025-01-12,NVIDIA RTX 3070,40060,4.9,423,53037,4.9,146,38762,4.4,1783,-12977,1298,4.733333333333333,0,89,3565340
2025-01-12,NVIDIA RTX 3080,80682,4.9,1898,63838,5.0,1208,64718,4.2,778,16844,15964,4.7,0,1,80682
2025-01-12,AMD RX 6600,88261,4.5,1648,43187,4.0,1009,30971,4.6,1481,45074,57290,4.366666666666666,0,1,88261
2025-01-12,AMD RX 6700 XT,62280,3.9,221,27203,3.8,145,94827,3.6,519,35077,-32547,3.766666666666666,0,1,62280
2025-01-12,NVIDIA RTX 4060,39068,4.4,1195,56707,4.5,943,90847,4.3,1114,-17639,-51779,4.3999999999999995,1,140,5469520
2025-01-12,AMD RX 7900 XTX,28322,4.1,1815,72301,4.5,768,41709,4.8,1410,-43979,-13387,4.466666666666666,1,265,7505330
2025-01-11,NVIDIA RTX 3060,45337,5.0,913,90580,4.5,1185,44750,4.4,1572,-45243,587,4.633333333333334,0,243,11016891
2025-01-11,NVIDIA RTX 3070,88456,4.9,1886,84111,4.0,370,26817,4.4,511,4345,61639,4.433333333333334,0,1,88456
2025-01-11,NVIDIA RTX 3080,60247,3.5,1263,63578,4.7,564,37585,3.5,1336,-3331,22662,3.9,0,34,2048398
2025-01-11,AMD RX 6600,38808,3.9,1413,88516,5.0,1676,42122,3.6,518,-49708,-3314,4.166666666666667,1,291,11293128
2025-01-11,AMD RX 6700 XT,94769,4.8,374,29417,4.0,1033,39459,3.5,1135,65352,55310,4.1000000000000005,0,1,94769
2025-01-11,NVIDIA RTX 4060,91922,3.9,1756,48872,4.9,1557,83371,3.6,349,43050,8551,4.133333333333334,0,1,91922
2025-01-11,AMD RX 7900 XTX,39472,3.7,1039,60880,5.0,1818,64625,4.2,476,-21408,-25153,4.3,1,147,5802384
2025-01-10,NVIDIA RTX 3060,61606,3.8,1608,43437,3.9,184,57270,3.9,1354,18169,4336,3.8666666666666667,0,1,61606
2025-01-10,NVIDIA RTX 3070,68601,4.4,1650,68206,3.7,633,84948,4.4,985,395,-16347,4.166666666666667,0,14,960414
2025-01-10,NVIDIA RTX 3080,48755,4.4,1408,71964,3.8,1548,46379,3.5,390,-23209,2376,3.9,0,164,7995820
2025-01-10,AMD RX 6600,78651,4.3,277,31998,4.0,804,54944,4.3,1532,46653,23707,4.2,0,1,78651
2025-01-10,AMD RX 6700 XT,80020,3.6,387,44445,4.2,432,52160,4.2,692,35575,27860,4.0,0,1,80020
2025-01-10,NVIDIA RTX 4060,87230,4.9,113,94415,3.7,151,39932,4.2,1467,-7185,47298,4.266666666666667,0,89,7763470
2025-01-10,AMD RX 7900 XTX,59323,3.9,1643,79117,4.7,1038,61272,4.1,1738,-19794,-1949,4.233333333333333,1,135,8008605
2025-01-09,NVIDIA RTX 3060,59695,4.0,1580,65249,3.5,1612,39868,4.1,970,-5554,19827,3.8666666666666667,0,79,4715905
